"id","start","end","text"
"aQCtxHV_FjA","0","2000"," You"
"aQCtxHV_FjA","30000","32000"," You"
"aQCtxHV_FjA","60000","62000"," You"
"aQCtxHV_FjA","90000","92000"," You"
"aQCtxHV_FjA","120000","122000"," You"
"aQCtxHV_FjA","150000","152000"," You"
"aQCtxHV_FjA","180000","182000"," You"
"aQCtxHV_FjA","182000","184000"," You"
"aQCtxHV_FjA","184000","186000"," You"
"aQCtxHV_FjA","186000","188000"," Let me know if you guys can hear me right now."
"aQCtxHV_FjA","188000","194000"," Let's find out."
"aQCtxHV_FjA","194000","198000"," Can you hear me now?"
"aQCtxHV_FjA","211000","213000"," Good morning."
"aQCtxHV_FjA","213000","215000"," You guys can hear me right on right on right on."
"aQCtxHV_FjA","215000","216000"," All right."
"aQCtxHV_FjA","216000","217000"," Hold on."
"aQCtxHV_FjA","217000","218000"," I'm going to miss some of you guys."
"aQCtxHV_FjA","218000","219000"," Right on."
"aQCtxHV_FjA","219000","220000"," Here we go."
"aQCtxHV_FjA","220000","221000"," Sorry about that."
"aQCtxHV_FjA","221000","225000"," Technical difficulties on our end."
"aQCtxHV_FjA","225000","226000"," Right on."
"aQCtxHV_FjA","226000","227000"," Good morning, everybody."
"aQCtxHV_FjA","227000","229000"," Good morning, Austin."
"aQCtxHV_FjA","229000","230000"," Good morning, Patrick."
"aQCtxHV_FjA","230000","231000"," Good morning, Matthew."
"aQCtxHV_FjA","231000","232000"," I know I'm alive."
"aQCtxHV_FjA","232000","233000"," I can't believe it."
"aQCtxHV_FjA","233000","234000"," I was Joe."
"aQCtxHV_FjA","234000","235000"," Good morning."
"aQCtxHV_FjA","235000","236000"," Endless."
"aQCtxHV_FjA","236000","238000"," I was saying hi to all you guys."
"aQCtxHV_FjA","238000","241000"," And the mic was off, but I want you to know, like, hey, bakey."
"aQCtxHV_FjA","241000","242000"," Hey, T crone."
"aQCtxHV_FjA","242000","243000"," Hey, erms."
"aQCtxHV_FjA","243000","244000"," Hey, Craig."
"aQCtxHV_FjA","244000","245000"," Hey, Chris."
"aQCtxHV_FjA","245000","246000"," Hey, usury."
"aQCtxHV_FjA","246000","247000"," Hey, not Ruth."
"aQCtxHV_FjA","247000","248000"," Hey, Mateus."
"aQCtxHV_FjA","248000","249000"," Hey, David."
"aQCtxHV_FjA","249000","250000"," M.A. Bobby."
"aQCtxHV_FjA","250000","251000"," Speed."
"aQCtxHV_FjA","251000","252000"," H.P. Patrick."
"aQCtxHV_FjA","252000","253000"," Austin."
"aQCtxHV_FjA","253000","254000"," Good morning, Jill."
"aQCtxHV_FjA","254000","255000"," Constantinos."
"aQCtxHV_FjA","255000","256000"," Bobby."
"aQCtxHV_FjA","256000","257000"," All you guys out there."
"aQCtxHV_FjA","257000","258000"," Chaz."
"aQCtxHV_FjA","258000","259000"," Good morning, my brother."
"aQCtxHV_FjA","259000","260000"," Stocks."
"aQCtxHV_FjA","260000","261000"," Nautilus."
"aQCtxHV_FjA","261000","262000"," Yeah, brothers."
"aQCtxHV_FjA","262000","263000"," Good to see all of you."
"aQCtxHV_FjA","263000","264000"," Definitely."
