"id","start","end","text"
"rJ89seRwLfg","0","2000"," You"
"rJ89seRwLfg","30000","32000"," You"
"rJ89seRwLfg","60000","62000"," You"
"rJ89seRwLfg","90000","92000"," You"
"rJ89seRwLfg","120000","122000"," You"
"rJ89seRwLfg","150000","152000"," You"
"rJ89seRwLfg","180000","182000"," You"
"rJ89seRwLfg","210000","212000"," You"
"rJ89seRwLfg","240000","242000"," You"
"rJ89seRwLfg","270000","272000"," You"
"rJ89seRwLfg","300000","302000"," You"
"rJ89seRwLfg","330000","332000"," You"
"rJ89seRwLfg","360000","362000"," You"
"rJ89seRwLfg","390000","392000"," You"
"rJ89seRwLfg","420000","422000"," You"
"rJ89seRwLfg","450000","452000"," You"
"rJ89seRwLfg","480000","482000"," You"
"rJ89seRwLfg","510000","512000"," You"
"rJ89seRwLfg","540000","542000"," You"
"rJ89seRwLfg","570000","572000"," You"
"rJ89seRwLfg","600000","602000"," You"
"rJ89seRwLfg","630000","632000"," You"
"rJ89seRwLfg","660000","662000"," You"
"rJ89seRwLfg","690000","692000"," You"
"rJ89seRwLfg","720000","722000"," You"
"rJ89seRwLfg","750000","752000"," You"
"rJ89seRwLfg","780000","782000"," You"
"rJ89seRwLfg","810000","812000"," You"
"rJ89seRwLfg","840000","842000"," You"
"rJ89seRwLfg","870000","872000"," You"
"rJ89seRwLfg","900000","902000"," You"
"rJ89seRwLfg","930000","932000"," You"
"rJ89seRwLfg","960000","962000"," You"
"rJ89seRwLfg","990000","992000"," You"
"rJ89seRwLfg","1020000","1022000"," You"
"rJ89seRwLfg","1050000","1052000"," You"
"rJ89seRwLfg","1080000","1082000"," You"
"rJ89seRwLfg","1110000","1112000"," You"
"rJ89seRwLfg","1140000","1142000"," You"
"rJ89seRwLfg","1170000","1172000"," You"
"rJ89seRwLfg","1200000","1202000"," You"
"rJ89seRwLfg","1230000","1232000"," You"
"rJ89seRwLfg","1260000","1262000"," You"
"rJ89seRwLfg","1290000","1292000"," You"
"rJ89seRwLfg","1320000","1322000"," You"
"rJ89seRwLfg","1350000","1352000"," You"
"rJ89seRwLfg","1380000","1382000"," You"
"rJ89seRwLfg","1410000","1412000"," You"
"rJ89seRwLfg","1440000","1442000"," You"
"rJ89seRwLfg","1470000","1472000"," You"
"rJ89seRwLfg","1500000","1502000"," You"
"rJ89seRwLfg","1530000","1532000"," You"
"rJ89seRwLfg","1560000","1562000"," You"
"rJ89seRwLfg","1590000","1592000"," You"
"rJ89seRwLfg","1620000","1622000"," You"
"rJ89seRwLfg","1650000","1652000"," You"
"rJ89seRwLfg","1680000","1682000"," You"
"rJ89seRwLfg","1710000","1712000"," You"
"rJ89seRwLfg","1740000","1742000"," You"
"rJ89seRwLfg","1770000","1772000"," You"
"rJ89seRwLfg","1800000","1802000"," You"
"rJ89seRwLfg","1830000","1832000"," You"
"rJ89seRwLfg","1860000","1862000"," You"
"rJ89seRwLfg","1890000","1892000"," You"
"rJ89seRwLfg","1920000","1922000"," You"
"rJ89seRwLfg","1950000","1952000"," You"
"rJ89seRwLfg","1980000","1982000"," You"
"rJ89seRwLfg","2010000","2012000"," You"
"rJ89seRwLfg","2040000","2042000"," You"
"rJ89seRwLfg","2070000","2072000"," You"
"rJ89seRwLfg","2072000","2076000"," You"
"rJ89seRwLfg","2100000","2102000"," You"
"rJ89seRwLfg","2130000","2132000"," You"
"rJ89seRwLfg","2160000","2162000"," You"
"rJ89seRwLfg","2190000","2192000"," You"
"rJ89seRwLfg","2220000","2222000"," You"
"rJ89seRwLfg","2250000","2252000"," You"
"rJ89seRwLfg","2280000","2282000"," You"
"rJ89seRwLfg","2310000","2312000"," You"
"rJ89seRwLfg","2340000","2342000"," You"
"rJ89seRwLfg","2370000","2372000"," You"
"rJ89seRwLfg","2400000","2402000"," You"
"rJ89seRwLfg","2430000","2432000"," You"
"rJ89seRwLfg","2460000","2462000"," You"
"rJ89seRwLfg","2490000","2492000"," You"
"rJ89seRwLfg","2520000","2522000"," You"
"rJ89seRwLfg","2550000","2552000"," You"
"rJ89seRwLfg","2580000","2582000"," You"
"rJ89seRwLfg","2610000","2612000"," You"
"rJ89seRwLfg","2640000","2642000"," You"
"rJ89seRwLfg","2670000","2672000"," You"
"rJ89seRwLfg","2700000","2702000"," You"
"rJ89seRwLfg","2730000","2732000"," You"
"rJ89seRwLfg","2760000","2762000"," You"
"rJ89seRwLfg","2790000","2792000"," You"
"rJ89seRwLfg","2820000","2822000"," You"
"rJ89seRwLfg","2850000","2852000"," You"
"rJ89seRwLfg","2880000","2882000"," You"
"rJ89seRwLfg","2910000","2912000"," You"
"rJ89seRwLfg","2940000","2942000"," You"
"rJ89seRwLfg","2970000","2972000"," You"
"rJ89seRwLfg","3000000","3002000"," You"
"rJ89seRwLfg","3030000","3032000"," You"
"rJ89seRwLfg","3060000","3062000"," You"
"rJ89seRwLfg","3090000","3092000"," You"
"rJ89seRwLfg","3120000","3122000"," You"
"rJ89seRwLfg","3150000","3152000"," You"
"rJ89seRwLfg","3180000","3182000"," You"
"rJ89seRwLfg","3210000","3212000"," You"
"rJ89seRwLfg","3240000","3242000"," You"
"rJ89seRwLfg","3270000","3272000"," You"
"rJ89seRwLfg","3300000","3302000"," You"
"rJ89seRwLfg","3330000","3332000"," You"
"rJ89seRwLfg","3360000","3362000"," You"
"rJ89seRwLfg","3390000","3392000"," You"
"rJ89seRwLfg","3420000","3422000"," You"
"rJ89seRwLfg","3450000","3452000"," You"
"rJ89seRwLfg","3480000","3482000"," You"
"rJ89seRwLfg","3510000","3512000"," You"
"rJ89seRwLfg","3540000","3542000"," You"
"rJ89seRwLfg","3570000","3572000"," You"
"rJ89seRwLfg","3600000","3602000"," You"
"rJ89seRwLfg","3630000","3632000"," You"
"rJ89seRwLfg","3660000","3662000"," You"
"rJ89seRwLfg","3690000","3692000"," You"
"rJ89seRwLfg","3720000","3722000"," You"
"rJ89seRwLfg","3750000","3752000"," You"
"rJ89seRwLfg","3780000","3782000"," You"
"rJ89seRwLfg","3810000","3812000"," You"
"rJ89seRwLfg","3840000","3842000"," You"
"rJ89seRwLfg","3870000","3872000"," You"
"rJ89seRwLfg","3900000","3902000"," You"
"rJ89seRwLfg","3930000","3932000"," You"
"rJ89seRwLfg","3960000","3962000"," You"
"rJ89seRwLfg","3990000","3992000"," You"
"rJ89seRwLfg","4020000","4022000"," You"
"rJ89seRwLfg","4050000","4052000"," You"
"rJ89seRwLfg","4080000","4082000"," You"
"rJ89seRwLfg","4110000","4112000"," You"
"rJ89seRwLfg","4140000","4142000"," You"
"rJ89seRwLfg","4170000","4172000"," You"
"rJ89seRwLfg","4200000","4202000"," You"
"rJ89seRwLfg","4230000","4232000"," You"
"rJ89seRwLfg","4260000","4262000"," You"
"rJ89seRwLfg","4290000","4292000"," You"
"rJ89seRwLfg","4320000","4322000"," You"
"rJ89seRwLfg","4350000","4352000"," You"
"rJ89seRwLfg","4352000","4356000"," You"
"rJ89seRwLfg","4380000","4382000"," You"
"rJ89seRwLfg","4410000","4412000"," You"
"rJ89seRwLfg","4440000","4442000"," You"
"rJ89seRwLfg","4470000","4472000"," You"
"rJ89seRwLfg","4500000","4502000"," You"
"rJ89seRwLfg","4530000","4532000"," You"
"rJ89seRwLfg","4560000","4562000"," You"
"rJ89seRwLfg","4590000","4592000"," You"
"rJ89seRwLfg","4620000","4622000"," You"
"rJ89seRwLfg","4650000","4652000"," You"
"rJ89seRwLfg","4680000","4682000"," You"
"rJ89seRwLfg","4710000","4712000"," You"
"rJ89seRwLfg","4740000","4742000"," You"
"rJ89seRwLfg","4770000","4772000"," You"
"rJ89seRwLfg","4800000","4802000"," You"
"rJ89seRwLfg","4830000","4832000"," You"
"rJ89seRwLfg","4860000","4862000"," You"
"rJ89seRwLfg","4890000","4892000"," You"
"rJ89seRwLfg","4920000","4922000"," You"
"rJ89seRwLfg","4950000","4952000"," You"
"rJ89seRwLfg","4980000","4982000"," You"
"rJ89seRwLfg","5010000","5012000"," You"
"rJ89seRwLfg","5040000","5042000"," You"
"rJ89seRwLfg","5070000","5072000"," You"
"rJ89seRwLfg","5100000","5102000"," You"
"rJ89seRwLfg","5130000","5132000"," You"
"rJ89seRwLfg","5160000","5162000"," You"
"rJ89seRwLfg","5190000","5192000"," You"
"rJ89seRwLfg","5220000","5222000"," You"
"rJ89seRwLfg","5250000","5252000"," You"
"rJ89seRwLfg","5280000","5282000"," You"
"rJ89seRwLfg","5310000","5312000"," You"
"rJ89seRwLfg","5340000","5342000"," You"
"rJ89seRwLfg","5370000","5372000"," You"
"rJ89seRwLfg","5400000","5402000"," You"
"rJ89seRwLfg","5430000","5432000"," You"
"rJ89seRwLfg","5460000","5462000"," You"
"rJ89seRwLfg","5490000","5492000"," You"
"rJ89seRwLfg","5520000","5522000"," You"
"rJ89seRwLfg","5550000","5552000"," You"
"rJ89seRwLfg","5580000","5582000"," You"
"rJ89seRwLfg","5610000","5612000"," You"
"rJ89seRwLfg","5640000","5642000"," You"
"rJ89seRwLfg","5670000","5672000"," You"
"rJ89seRwLfg","5700000","5702000"," You"
"rJ89seRwLfg","5730000","5732000"," You"
"rJ89seRwLfg","5760000","5762000"," You"
"rJ89seRwLfg","5790000","5792000"," You"
"rJ89seRwLfg","5820000","5822000"," You"
"rJ89seRwLfg","5850000","5852000"," You"
"rJ89seRwLfg","5880000","5882000"," You"
"rJ89seRwLfg","5910000","5912000"," You"
"rJ89seRwLfg","5940000","5942000"," You"
"rJ89seRwLfg","5970000","5972000"," You"
"rJ89seRwLfg","6000000","6002000"," You"
"rJ89seRwLfg","6030000","6032000"," You"
"rJ89seRwLfg","6060000","6062000"," You"
"rJ89seRwLfg","6090000","6092000"," You"
"rJ89seRwLfg","6120000","6122000"," You"
"rJ89seRwLfg","6150000","6152000"," You"
"rJ89seRwLfg","6180000","6182000"," You"
"rJ89seRwLfg","6210000","6212000"," You"
"rJ89seRwLfg","6240000","6242000"," You"
"rJ89seRwLfg","6270000","6272000"," You"
"rJ89seRwLfg","6300000","6302000"," You"
"rJ89seRwLfg","6330000","6332000"," You"
"rJ89seRwLfg","6360000","6362000"," You"
"rJ89seRwLfg","6390000","6392000"," You"
"rJ89seRwLfg","6420000","6422000"," You"
"rJ89seRwLfg","6450000","6452000"," You"
"rJ89seRwLfg","6480000","6482000"," You"
"rJ89seRwLfg","6510000","6512000"," You"
"rJ89seRwLfg","6540000","6542000"," You"
"rJ89seRwLfg","6570000","6572000"," You"
"rJ89seRwLfg","6600000","6602000"," You"
"rJ89seRwLfg","6630000","6632000"," You"
"rJ89seRwLfg","6632000","6636000"," You"
"rJ89seRwLfg","6660000","6662000"," You"
"rJ89seRwLfg","6690000","6692000"," You"
"rJ89seRwLfg","6720000","6722000"," You"
"rJ89seRwLfg","6750000","6752000"," You"
"rJ89seRwLfg","6780000","6782000"," You"
"rJ89seRwLfg","6810000","6812000"," You"
"rJ89seRwLfg","6840000","6842000"," You"
"rJ89seRwLfg","6870000","6872000"," You"
"rJ89seRwLfg","6900000","6902000"," You"
"rJ89seRwLfg","6930000","6932000"," You"
"rJ89seRwLfg","6960000","6962000"," You"
"rJ89seRwLfg","6990000","6992000"," You"
"rJ89seRwLfg","7020000","7022000"," You"
"rJ89seRwLfg","7050000","7052000"," You"
"rJ89seRwLfg","7080000","7082000"," You"
"rJ89seRwLfg","7110000","7112000"," You"
"rJ89seRwLfg","7140000","7142000"," You"
"rJ89seRwLfg","7170000","7172000"," You"
"rJ89seRwLfg","7200000","7202000"," You"
"rJ89seRwLfg","7230000","7232000"," You"
"rJ89seRwLfg","7260000","7262000"," You"
"rJ89seRwLfg","7290000","7292000"," You"
"rJ89seRwLfg","7320000","7322000"," You"
"rJ89seRwLfg","7350000","7352000"," You"
"rJ89seRwLfg","7380000","7382000"," You"
"rJ89seRwLfg","7410000","7412000"," You"
"rJ89seRwLfg","7440000","7442000"," You"
"rJ89seRwLfg","7470000","7472000"," You"
"rJ89seRwLfg","7500000","7502000"," You"
"rJ89seRwLfg","7530000","7532000"," You"
"rJ89seRwLfg","7560000","7562000"," You"
"rJ89seRwLfg","7590000","7592000"," You"
"rJ89seRwLfg","7620000","7622000"," You"
"rJ89seRwLfg","7650000","7652000"," You"
"rJ89seRwLfg","7680000","7682000"," You"
"rJ89seRwLfg","7710000","7712000"," You"
"rJ89seRwLfg","7740000","7742000"," You"
"rJ89seRwLfg","7770000","7772000"," You"
"rJ89seRwLfg","7800000","7802000"," You"
"rJ89seRwLfg","7830000","7832000"," You"
"rJ89seRwLfg","7860000","7862000"," You"
"rJ89seRwLfg","7890000","7892000"," You"
"rJ89seRwLfg","7920000","7922000"," You"
"rJ89seRwLfg","7950000","7952000"," You"
"rJ89seRwLfg","7980000","7982000"," You"
"rJ89seRwLfg","8010000","8012000"," You"
"rJ89seRwLfg","8040000","8042000"," You"
"rJ89seRwLfg","8070000","8072000"," You"
"rJ89seRwLfg","8100000","8102000"," You"
"rJ89seRwLfg","8130000","8132000"," You"
"rJ89seRwLfg","8160000","8162000"," You"
"rJ89seRwLfg","8190000","8192000"," You"
"rJ89seRwLfg","8220000","8222000"," You"
"rJ89seRwLfg","8250000","8252000"," You"
"rJ89seRwLfg","8280000","8282000"," You"
"rJ89seRwLfg","8310000","8312000"," You"
"rJ89seRwLfg","8340000","8342000"," You"
"rJ89seRwLfg","8370000","8372000"," You"
"rJ89seRwLfg","8400000","8402000"," You"
"rJ89seRwLfg","8430000","8432000"," You"
"rJ89seRwLfg","8460000","8462000"," You"
"rJ89seRwLfg","8490000","8492000"," You"
"rJ89seRwLfg","8520000","8522000"," You"
"rJ89seRwLfg","8550000","8552000"," You"
"rJ89seRwLfg","8580000","8582000"," You"
"rJ89seRwLfg","8610000","8612000"," You"
"rJ89seRwLfg","8640000","8642000"," You"
"rJ89seRwLfg","8670000","8672000"," You"
"rJ89seRwLfg","8700000","8702000"," You"
"rJ89seRwLfg","8730000","8732000"," You"
"rJ89seRwLfg","8760000","8762000"," You"
"rJ89seRwLfg","8790000","8792000"," You"
"rJ89seRwLfg","8820000","8822000"," You"
"rJ89seRwLfg","8850000","8852000"," You"
"rJ89seRwLfg","8880000","8882000"," You"
"rJ89seRwLfg","8910000","8912000"," You"
"rJ89seRwLfg","8940000","8942000"," You"
"rJ89seRwLfg","8970000","8972000"," You"
"rJ89seRwLfg","9000000","9002000"," You"
"rJ89seRwLfg","9002000","9006000"," You"
"rJ89seRwLfg","9030000","9032000"," You"
"rJ89seRwLfg","9060000","9062000"," You"
"rJ89seRwLfg","9090000","9092000"," You"
"rJ89seRwLfg","9120000","9122000"," You"
"rJ89seRwLfg","9150000","9152000"," You"
"rJ89seRwLfg","9180000","9182000"," You"
"rJ89seRwLfg","9210000","9212000"," You"
"rJ89seRwLfg","9240000","9242000"," You"
"rJ89seRwLfg","9270000","9272000"," You"
"rJ89seRwLfg","9300000","9302000"," You"
"rJ89seRwLfg","9330000","9332000"," You"
"rJ89seRwLfg","9360000","9362000"," You"
"rJ89seRwLfg","9390000","9392000"," You"
"rJ89seRwLfg","9420000","9422000"," You"
"rJ89seRwLfg","9450000","9452000"," You"
"rJ89seRwLfg","9480000","9482000"," You"
"rJ89seRwLfg","9510000","9512000"," You"
"rJ89seRwLfg","9540000","9542000"," You"
"rJ89seRwLfg","9570000","9572000"," You"
"rJ89seRwLfg","9600000","9602000"," You"
